Pais;Variable;Fecha;Dato
Colombia;Mecanismo I;31/09/2024;72
Colombia;Mecanismo II;31/09/2024;83
Colombia;Mecanismo III;31/09/2024;66
Ecuador;Mecanismo I;31/09/2024;7
Ecuador;Mecanismo II;31/09/2024;8
Ecuador;Mecanismo III;31/09/2024;13
Peru;Mecanismo I;31/09/2024;219
Peru;Mecanismo II;31/09/2024;100
Peru;Mecanismo III;31/09/2024;123
