Pais;Variable;Fecha;Dato
Colombia;Mecanismo I;31/03/24;7
Colombia;Mecanismo II;31/03/24;9
Colombia;Mecanismo III;31/03/24;58
Ecuador;Mecanismo I;31/03/24;1
Ecuador;Mecanismo II;31/03/24;0
Ecuador;Mecanismo III;31/03/24;4
Peru;Mecanismo I;31/03/24;0
Peru;Mecanismo II;31/03/24;1
Peru;Mecanismo III;31/03/24;16
